ID,Nombre,Equipo,Puntaje,Competencias
49985,xfta,Gen.G,19,31
21662,moowpl,MAD Lions,73,26
13139,cuazzy,Rogue,24,42
39767,zoxkw,Fnatic,99,34
7798,mwupkix,MAD Lions,12,34
40166,cddtarwo,Hanwha Life Esports,24,12
8754,tql,100 Thieves,23,27
14084,fxrtvy,Gen.G,46,2
28421,gwd,MAD Lions,91,25
28634,stqwzghm,Fnatic,6,35
45353,bscnswx,FlyQuest,3,7
15522,xgaw,Rogue,52,39
33653,svf,MAD Lions,67,39
44686,qrd,Immortals,79,41
47903,ccxgjsqn,Sentinels,40,21
18016,waqzbb,Hanwha Life Esports,32,44
10835,dnholbp,Hanwha Life Esports,37,13
9985,gju,100 Thieves,92,8
38318,lyafb,Sentinels,9,3
9885,ckugsjao,Sentinels,96,34
45984,qepcr,Damwon Gaming,5,34
26497,anue,Hanwha Life Esports,42,6
7783,uqxo,Damwon Gaming,87,31
4755,vcx,Cloud9,99,14
3937,zowq,100 Thieves,55,43
32586,aahgqhdl,MAD Lions,46,8
40346,oyytzlnf,FlyQuest,24,39
38638,gfgz,G2 Esports,30,8
7446,usxmxos,FlyQuest,58,28
11408,tvekrh,Fnatic,67,34
29633,zex,100 Thieves,90,31
31049,dofv,100 Thieves,6,20
22173,hcbjw,G2 Esports,83,33
7773,yivx,Rogue,51,14
6921,wcx,G2 Esports,71,28
5733,deopbjlx,Damwon Gaming,1,36
44961,gooavuvl,MAD Lions,41,9
31459,xibf,Fnatic,74,8
33849,pnxhgvij,G2 Esports,20,6
12391,zrpr,Rogue,36,7
23716,liu,FlyQuest,62,21
21905,ynvylsb,Rogue,35,42
38312,jsak,Gen.G,59,37
21493,huh,T1,15,29
26147,pzgvjzh,Gen.G,12,20
43642,hbu,Fnatic,88,24
3729,uefvzco,Immortals,17,1
47925,aullaxhi,Fnatic,87,36
6254,kgkgyaj,Cloud9,84,9
45105,gcx,Fnatic,84,5
5888,nzbvzhni,G2 Esports,49,4
44144,drodq,Rogue,40,30
9874,nbgbfoyq,Hanwha Life Esports,75,9
48883,xjg,Immortals,83,5
23526,bbqfwpa,Immortals,74,29
47505,nutdfab,100 Thieves,90,19
10180,ktcv,Damwon Gaming,92,41
42010,tjmvmtt,Damwon Gaming,96,25
15448,vvr,MAD Lions,66,3
776,pdt,G2 Esports,33,23
18439,kqqcia,Sentinels,74,32
6643,ltwaab,FlyQuest,25,9
33623,jac,Hanwha Life Esports,49,17
32076,muni,FlyQuest,30,13
417,npjnnrc,Fnatic,92,7
11466,xlbhz,FlyQuest,71,2
16219,uamdj,T1,89,26
30172,anwm,MAD Lions,26,12
37579,kwgbs,T1,97,37
641,bghwe,Gen.G,65,43
29772,lgctvys,Fnatic,86,9
25601,mrvyi,T1,75,33
6136,kytpniwo,Fnatic,28,31
24009,ywin,Sentinels,4,21
3689,szjpthwk,Sentinels,43,3
43402,knxewix,Rogue,6,14
24784,axd,100 Thieves,91,27
34056,byzzt,MAD Lions,68,7
53,mydgty,100 Thieves,28,30
26650,jwwloe,Rogue,34,41
39507,dnefmpos,100 Thieves,11,16
29695,rii,T1,3,10
43024,zpnoqaz,Fnatic,47,27
26444,mjebrnab,Damwon Gaming,55,17
36804,mbqmrckb,G2 Esports,64,11
7173,lzwfya,100 Thieves,54,16
33387,tnwwcf,Sentinels,18,20
36317,vgoxq,Damwon Gaming,64,9
14103,fimk,G2 Esports,46,16
1985,zabuurmn,Hanwha Life Esports,95,18
14790,wmegarb,Fnatic,1,9
37712,disph,Hanwha Life Esports,26,19
19655,nzr,Gen.G,53,44
35658,jnqgwgr,MAD Lions,98,5
9682,ylcnvwp,MAD Lions,98,44
26604,splmy,Rogue,63,33
46377,ghzbjlem,Fnatic,9,10
47422,pwtojzv,Fnatic,9,33
38905,fdajttrb,Cloud9,81,32
3495,khg,Cloud9,69,34
23890,ohc,Immortals,37,11
35331,pacx,MAD Lions,53,38
29442,grnin,Rogue,13,13
26089,mln,Sentinels,11,7
35872,gfjn,FlyQuest,14,24
3726,tatu,Fnatic,10,14
31390,uzgjz,Damwon Gaming,53,13
25965,emjtl,T1,94,21
40027,qgbmhat,MAD Lions,55,21
1495,uzznycq,MAD Lions,49,4
42755,iqbmk,FlyQuest,13,32
12827,fmh,T1,7,18
44561,koz,Cloud9,92,32
11276,wvu,Damwon Gaming,74,38
38623,pntat,T1,15,30
27221,zgcnnb,Immortals,55,12
6308,thdjs,Damwon Gaming,44,17
5355,tzpczs,Fnatic,74,36
32741,jmx,Gen.G,34,19
19844,setwatu,FlyQuest,67,26
35109,cpjvbps,Cloud9,29,35
21110,ezbca,T1,96,29
17340,zzwn,G2 Esports,27,9
13259,ykee,Hanwha Life Esports,3,33
29976,swwfhoc,Cloud9,49,32
412,zcmwmidz,Immortals,36,35
45434,etrca,FlyQuest,96,42
46686,jtvl,FlyQuest,50,38
43562,dvmdm,Gen.G,80,41
19696,adagl,T1,55,28
41456,qdgxccc,Sentinels,21,5
9656,euonlqct,FlyQuest,62,7
17659,nayniba,FlyQuest,1,3
49335,emn,Sentinels,96,25
25135,gkbk,Immortals,59,3
18429,xcnygs,Hanwha Life Esports,96,4
33215,fcghbc,Damwon Gaming,83,43
3680,bsls,Damwon Gaming,19,25
33989,jksopr,Damwon Gaming,40,6
28380,aerqha,Hanwha Life Esports,13,12
45809,lniggpmx,Rogue,85,42
38273,ldqwr,FlyQuest,14,41
4014,uoalzhh,FlyQuest,60,39
24595,rli,Hanwha Life Esports,57,3
37517,lsdzdl,Gen.G,25,8
29684,kytwj,G2 Esports,90,23
7152,zafnle,Cloud9,95,19
16400,snzestp,Cloud9,3,42
17768,tddvplh,Cloud9,73,40
36745,fnlnhxa,Fnatic,100,7
17253,vdshsfls,G2 Esports,53,23
20222,yuatv,FlyQuest,31,42
6997,gic,Fnatic,85,43
39476,yisbjz,FlyQuest,8,6
36979,aczcuv,FlyQuest,21,32
24621,icv,FlyQuest,92,11
16390,ldfrakgf,Gen.G,71,28
4308,ogieuvs,Gen.G,74,17
9865,jqacs,Sentinels,94,42
22437,pnpq,Sentinels,78,3
891,uahiwgla,FlyQuest,53,39
7910,pftfe,Cloud9,1,18
11916,frytrj,MAD Lions,1,35
47941,xpbofxi,Immortals,91,38
38809,kexmkzzw,G2 Esports,3,45
13876,fueeivj,Rogue,82,36
38399,ogxxjw,100 Thieves,96,44
12095,prp,Hanwha Life Esports,76,44
4257,zheqbst,Fnatic,4,25
47644,etjmn,FlyQuest,20,11
33121,icldwry,Gen.G,96,43
3653,ptpdal,Cloud9,2,29
35514,lbqqqcqp,T1,49,32
8675,rwyesxg,Cloud9,11,14
2276,zwgxfwp,G2 Esports,47,40
45841,kukfzbc,Fnatic,94,18
9368,icr,MAD Lions,84,26
34694,rvcsq,G2 Esports,64,33
43115,diav,Fnatic,42,45
44236,bwtiktkc,Cloud9,0,7
43513,kbwjh,G2 Esports,22,17
21477,zruvp,100 Thieves,42,45
46452,fvxnbdz,T1,71,32
39621,eha,Fnatic,74,13
21151,sjztt,Immortals,42,7
2068,uppn,Cloud9,43,25
47043,iekqs,MAD Lions,80,18
3724,dmhp,MAD Lions,40,18
33633,lzhrgdxt,FlyQuest,50,9
9604,rxhode,G2 Esports,54,31
38682,nbnu,Sentinels,99,10
12162,vde,Fnatic,72,14
12085,yhfzqlrn,Immortals,45,28
36697,zggg,Gen.G,67,42
33069,joo,T1,35,23
26870,casibm,FlyQuest,2,19
5871,dexchfna,T1,6,35
20236,paewxqo,Damwon Gaming,31,39
41000,rrrolgzp,Immortals,90,26
7234,sfeu,100 Thieves,33,15
7771,lcon,G2 Esports,90,39
42481,mclxi,Gen.G,5,22
2127,zuqe,Fnatic,53,26
43148,wrqzlxcv,FlyQuest,1,36
32579,oclz,Rogue,99,16
11284,krpzn,FlyQuest,37,24
37012,gxtursci,Gen.G,52,12
42047,xgwh,G2 Esports,5,36
22847,yixgd,Cloud9,20,32
6138,cnchva,Cloud9,7,37
21943,yzy,Rogue,56,41
36163,wucs,MAD Lions,94,37
23877,nocsxg,Hanwha Life Esports,98,36
17814,kpte,100 Thieves,85,14
20260,qtivugw,Hanwha Life Esports,9,33
16466,oyi,Rogue,31,37
6107,dnqln,Gen.G,25,44
13878,iapeqzy,Fnatic,13,29
48632,wwsytetx,Rogue,12,29
41094,gix,Immortals,66,32
2094,bvrym,Sentinels,45,39
17867,bnalrxgm,T1,2,35
39105,fvc,Damwon Gaming,2,38
49520,ksqtsq,Immortals,66,23
25183,aiub,Hanwha Life Esports,9,39
13159,cbm,G2 Esports,89,43
23398,jwrludog,Fnatic,78,29
36037,yjxbx,100 Thieves,49,13
27494,knx,FlyQuest,31,1
8207,vbiqdvc,FlyQuest,69,2
33563,inoflmf,Damwon Gaming,12,42
37415,qbeeq,Sentinels,27,9
41164,gwf,Cloud9,27,25
16050,udt,Immortals,8,13
705,rilfa,Fnatic,82,3
32773,xnwve,100 Thieves,27,35
35821,untmpjp,T1,8,32
17909,hytxewjp,100 Thieves,46,27
16304,ryh,Sentinels,58,26
26586,ebwca,T1,35,38
14829,hpvqjf,FlyQuest,87,38
20043,fnb,Gen.G,76,8
41880,fhqjby,Damwon Gaming,47,35
54,zgyuhwx,FlyQuest,58,38
41848,zzl,Gen.G,46,33
18964,zcdac,Rogue,6,10
33303,qofnhki,Fnatic,67,37
13640,kik,Immortals,82,3
9084,eozdca,Gen.G,98,43
3779,mnrbfhnu,Damwon Gaming,45,7
9578,gho,Hanwha Life Esports,45,21
18603,ktecjbsi,Sentinels,77,28
31718,tmhco,G2 Esports,19,40
15563,heo,Damwon Gaming,0,41
8230,ffufdbi,MAD Lions,3,42
40555,gkslj,Cloud9,29,40
47345,jcchjbf,Cloud9,45,44
43560,ewqfsax,Fnatic,10,43
36001,kiflhnv,FlyQuest,75,22
31958,wwn,100 Thieves,91,13
46833,zppwvu,T1,53,21
44513,mbxznqw,Sentinels,7,23
34841,tpl,Cloud9,65,22
32359,vpgc,Sentinels,88,27
31709,frs,Fnatic,85,29
26493,sbqjpim,100 Thieves,24,43
15264,kvxhe,T1,85,35
3503,gvv,Sentinels,25,45
44272,jwnybv,Gen.G,96,8
122,ggpz,Fnatic,83,6
46091,unlh,Rogue,93,14
4851,edcch,G2 Esports,60,24
4561,gtb,Cloud9,93,35
35020,okexfds,FlyQuest,77,11
19698,qkdxj,100 Thieves,30,13
41952,kdbi,G2 Esports,35,8
11179,xfuhj,MAD Lions,80,27
21525,nwondm,Hanwha Life Esports,83,4
17246,bzx,Hanwha Life Esports,79,24
7350,lpdye,Sentinels,47,40
45720,iympdgaa,Cloud9,26,38
7710,pft,MAD Lions,11,31
20239,hvc,100 Thieves,8,7
1519,kxbrygeb,T1,5,43
34196,wzgvjpnz,Immortals,93,24
23752,wonb,T1,70,1
11007,zvhurn,FlyQuest,91,4
35946,gcnrzsq,G2 Esports,73,4
14174,pzw,G2 Esports,21,36
14688,xsrwwlv,Gen.G,86,37
28785,tdc,Damwon Gaming,23,26
28703,xdb,G2 Esports,89,15
38948,lyathhr,Hanwha Life Esports,28,37
30944,jmzqkmvu,Immortals,24,29
34192,nkgcqt,T1,19,26
31683,krnvldrp,Immortals,86,38
36842,lumyq,Fnatic,10,31
35975,oqvg,T1,59,4
46070,bvfv,Hanwha Life Esports,4,39
20162,qtlsvky,G2 Esports,29,9
6566,cdxjdsg,FlyQuest,11,3
27932,fhnf,Hanwha Life Esports,73,28
42346,hqexxl,Immortals,61,12
45473,oshbkh,Fnatic,61,10
23181,adoedfz,Hanwha Life Esports,36,23
16074,obeambn,Damwon Gaming,25,21
19784,sdoynbgq,MAD Lions,77,1
13856,qyojy,Hanwha Life Esports,72,9
24951,xlo,Hanwha Life Esports,40,26
36152,tzvndr,Immortals,66,27
4863,ehz,MAD Lions,43,38
15553,puic,Damwon Gaming,77,17
5118,net,Cloud9,48,32
8781,uupcumwg,Fnatic,67,25
43351,lfxbkejx,Damwon Gaming,86,35
15718,igtr,FlyQuest,24,23
32685,mpdprems,G2 Esports,91,28
37332,tlf,FlyQuest,64,35
28614,mmrdr,Sentinels,5,40
35623,ctnekrjz,Cloud9,72,29
32483,xmx,Fnatic,28,1
21337,ixjvxwq,Fnatic,91,39
29222,nyekdsqe,Fnatic,27,10
24581,gxm,Fnatic,60,43
15183,rih,T1,48,18
20423,zvhdzh,Hanwha Life Esports,96,23
29065,bbjek,G2 Esports,73,18
4135,mjy,T1,5,43
18833,vaowbsff,Hanwha Life Esports,59,30
41557,sonb,Rogue,49,29
33317,awt,Rogue,54,6
25353,zcpvg,FlyQuest,48,44
18015,xuls,MAD Lions,73,15
37466,vvonue,MAD Lions,97,42
8388,aswgjb,Rogue,85,34
6964,ikgspzy,G2 Esports,15,33
40248,wsng,FlyQuest,86,24
38848,cesfpg,T1,98,6
10340,ztzmx,FlyQuest,42,20
7950,ocpfu,Rogue,35,15
23167,wyi,G2 Esports,75,26
13491,rmzgfjjl,G2 Esports,52,5
46511,ylq,Damwon Gaming,40,5
46523,lns,Damwon Gaming,49,24
31768,lyogf,G2 Esports,73,20
6348,nxriutuq,Sentinels,65,27
4896,grpot,Damwon Gaming,84,30
7270,ota,Fnatic,32,7
20288,hnkw,Rogue,90,40
46784,qamwptu,G2 Esports,8,32
49895,tpnrdo,Sentinels,11,36
7406,fffbcuq,FlyQuest,99,3
23783,xiay,Damwon Gaming,29,22
16310,xfrtlw,Sentinels,8,28
15889,tnawqv,T1,86,32
25565,uxlc,Immortals,66,22
8873,wownon,Immortals,22,35
34598,dbjegufg,MAD Lions,23,4
3434,uzclm,Rogue,11,23
25372,ffmr,Damwon Gaming,11,12
13326,qmwkbwjv,Cloud9,79,12
34160,jwwgr,100 Thieves,0,44
21418,nflsutjq,FlyQuest,38,39
27573,wyvxnulw,Hanwha Life Esports,66,14
10060,ernwmf,T1,7,13
25803,mwttb,Hanwha Life Esports,57,10
45613,dghbgqv,Cloud9,94,24
29525,xruhwvzz,FlyQuest,52,14
32117,yyxv,Gen.G,59,28
7232,gdqeimi,Sentinels,28,13
5651,stt,FlyQuest,67,33
11038,xregbpkm,Immortals,62,8
12746,jipa,G2 Esports,48,20
7548,llgxipcw,Rogue,16,1
13791,gkxiplt,Hanwha Life Esports,40,32
36284,crirn,MAD Lions,94,11
17496,poeijyil,G2 Esports,41,2
7533,hfdtsxy,Fnatic,75,15
21584,qvogrn,100 Thieves,82,16
5995,gdq,T1,11,36
48319,rks,Fnatic,41,36
23104,ehgg,T1,85,21
22605,bxzm,Gen.G,58,10
6953,kgpj,Cloud9,11,36
15794,fivct,Fnatic,1,17
49238,dla,MAD Lions,59,42
17180,exhpwpz,100 Thieves,76,7
41058,mpprzid,Damwon Gaming,81,18
31500,mlddust,MAD Lions,82,41
24315,eluec,Damwon Gaming,80,16
41299,tibol,100 Thieves,22,43
13885,wqydom,Cloud9,19,18
6154,lxw,Cloud9,100,18
16953,jmn,Fnatic,62,42
12370,vvklg,100 Thieves,39,27
45057,mdsjvg,Cloud9,26,11
49820,iyqdxjb,G2 Esports,39,11
33967,ogmzx,Damwon Gaming,42,20
38259,djnjoyj,FlyQuest,24,44
32085,jnmu,Cloud9,99,43
23697,sglcdnx,T1,20,28
34989,oatfnu,Fnatic,100,38
22414,menodzo,100 Thieves,100,2
43415,esizbb,MAD Lions,96,39
46047,bky,100 Thieves,55,42
13700,ljk,Damwon Gaming,72,45
8055,ypy,Fnatic,30,18
18233,wpymjs,Sentinels,99,14
9584,iacehog,Immortals,14,26
21240,mhrk,G2 Esports,34,25
11627,elfe,Immortals,30,43
10681,rucjohg,Immortals,89,11
3,rwp,Damwon Gaming,87,45
26483,reosf,100 Thieves,51,26
28843,ynqam,G2 Esports,10,6
26529,kartvuri,MAD Lions,55,4
2161,dprtyv,G2 Esports,24,41
12478,qxq,MAD Lions,88,14
4039,orpgqs,Gen.G,96,19
24818,prbzn,Sentinels,39,33
37058,hpmm,Cloud9,76,19
4306,igylrudt,FlyQuest,45,28
10805,kln,G2 Esports,61,2
43540,izstoc,Immortals,4,23
8787,jhn,Gen.G,40,10
48741,vtri,Immortals,20,40
18531,dzffory,G2 Esports,52,1
9308,ifaqmsoz,Fnatic,39,5
40097,jrd,Hanwha Life Esports,26,25
45947,twjcsh,100 Thieves,58,12
49455,qhu,Cloud9,17,26
36358,hxjfqnmq,Fnatic,70,41
19575,hvj,Damwon Gaming,85,25
18496,aznmgms,Damwon Gaming,31,3
10486,rmihjwv,MAD Lions,80,8
39533,qywtount,Cloud9,86,15
37644,cbjxks,Hanwha Life Esports,24,22
18885,unhaqy,FlyQuest,25,23
5561,jmut,Rogue,96,1
11792,vmbjcl,Immortals,67,38
5768,shz,FlyQuest,13,13
46583,hjiwynsz,FlyQuest,70,40
8192,vabsl,Hanwha Life Esports,68,43
19508,jgjnoihg,Immortals,50,31
35992,xbivbuwr,G2 Esports,20,16
21983,ddlvx,Fnatic,75,1
24648,sqs,Gen.G,63,38
32920,mjvol,MAD Lions,7,31
16892,ejc,Fnatic,93,43
30301,hjexefkp,Immortals,95,8
14003,vaum,Hanwha Life Esports,53,2
22654,exbszr,Fnatic,49,32
7202,ziqnrj,Cloud9,27,20
17962,sdwsqw,Damwon Gaming,32,44
25295,rlfpgdmm,Damwon Gaming,55,4
32271,cdqhm,G2 Esports,64,18
2413,lfkcpcvl,100 Thieves,65,15
11515,wxj,Fnatic,81,37
25531,qbc,Immortals,73,3
21450,itnjdbca,FlyQuest,0,38
33072,hyubbfs,Gen.G,7,20
49797,xuvvki,Hanwha Life Esports,6,33
42515,kgnda,FlyQuest,44,24
23882,adcn,Gen.G,49,9
33876,slcavzc,G2 Esports,55,29
22354,womnavxc,Fnatic,94,37
14490,who,100 Thieves,1,35
30011,lwuccpk,FlyQuest,0,21
4212,ukiak,Rogue,92,24
29466,zlttz,G2 Esports,25,15
28683,nhh,Sentinels,10,42
16569,iqcxyi,MAD Lions,95,10
9447,jqfi,Immortals,74,10
2364,rybraaga,Rogue,45,4
6721,ypaj,100 Thieves,79,41
15592,kwrj,Sentinels,46,7
18658,cldc,FlyQuest,12,43
25069,vdtqsj,Fnatic,23,23
40056,zqbfzcnm,Cloud9,65,41
16538,fxgifla,Cloud9,46,43
6711,ljmp,Hanwha Life Esports,54,30
17022,zbjqpp,Immortals,83,26
41882,fdy,MAD Lions,67,21
33419,kpxnwev,Cloud9,3,5
8220,ialt,Damwon Gaming,67,6
10844,roqygf,Damwon Gaming,99,7
9610,zyqooohi,100 Thieves,65,38
26252,bunnxwa,G2 Esports,69,32
40860,xnput,FlyQuest,26,14
16846,hdqomq,Immortals,12,23
43028,cwqxt,MAD Lions,8,35
838,nxzsvllh,Hanwha Life Esports,80,13
4916,rqnv,Fnatic,83,29
15176,ebhk,Cloud9,38,23
26905,rrf,G2 Esports,82,29
25346,nkltpx,MAD Lions,7,44
23119,dsvhyj,Immortals,16,32
10423,rufb,Hanwha Life Esports,27,4
47482,ywofdjk,Damwon Gaming,84,15
40304,ipsln,T1,54,3
29500,ptmbo,T1,1,21
18813,pejst,Immortals,73,9
41950,izklfvb,Immortals,64,5
24143,yiuu,Rogue,39,44
20018,znrultvc,T1,92,14
9387,pwky,Immortals,81,10
12168,fqfadi,MAD Lions,51,13
28329,pgm,FlyQuest,67,9
18733,xenizh,Gen.G,59,18
12691,zepjrznl,FlyQuest,55,14
43219,fide,T1,83,5
27344,urmgxad,Sentinels,68,43
19891,sssdxwvv,Sentinels,43,44
8884,szfm,G2 Esports,59,6
30115,haiqiaor,T1,86,27
27689,tznicdv,Immortals,4,36
34049,sfo,Rogue,27,45
45867,htdueuk,Cloud9,20,25
23873,iextbobp,Damwon Gaming,51,29
29715,pyw,Cloud9,52,33
47698,rhh,Cloud9,97,45
43695,zkwhkji,Gen.G,88,32
19140,slsrmzwr,FlyQuest,68,36
36146,nvsb,Immortals,65,7
16812,bjrumy,Hanwha Life Esports,57,2
5053,kuuucpb,FlyQuest,84,11
45108,cxjqr,Immortals,57,38
4504,rld,FlyQuest,80,21
40247,gtbeynv,FlyQuest,57,42
20358,yodv,Cloud9,48,36
47288,glfjjdn,Damwon Gaming,49,6
16796,lqghc,Cloud9,11,13
26940,yvxriqnf,G2 Esports,70,4
45192,bndesskv,G2 Esports,71,29
25263,koj,T1,49,26
35680,mwj,FlyQuest,48,27
34658,fnrxoj,Rogue,57,19
13581,ocj,FlyQuest,63,21
44838,gjgayf,Immortals,25,5
45553,enj,G2 Esports,98,27
27226,lgqy,Rogue,66,14
35382,oun,MAD Lions,59,13
11395,ujcis,T1,7,20
28995,hjg,FlyQuest,93,14
20112,mpit,G2 Esports,44,16
18087,safxlrel,Rogue,33,4
22785,uwa,FlyQuest,74,16
27311,wrvcevg,Sentinels,53,31
530,wiapuq,Immortals,13,2
6147,arutgc,MAD Lions,85,32
9440,wlj,Fnatic,15,38
27518,vjlk,G2 Esports,68,9
12434,mztwn,T1,47,45
14268,gsirv,Cloud9,79,32
82,srwsewmg,Damwon Gaming,36,21
2642,plbom,FlyQuest,21,26
13681,nhgvkda,Immortals,8,44
43158,hjs,Gen.G,10,3
35570,skl,Sentinels,36,24
20095,nnhiicr,Damwon Gaming,37,44
35832,ply,FlyQuest,83,17
11877,xjzslzpa,MAD Lions,58,17
24345,rzsoctcy,FlyQuest,22,35
21700,ioxrr,Fnatic,62,22
8993,qxdf,Fnatic,93,1
33665,salczhfh,Damwon Gaming,72,5
23058,rldnwas,100 Thieves,43,3
35001,majk,FlyQuest,85,3
30502,mxhu,Cloud9,43,24
39225,vpzzrz,T1,26,33
43807,rkztfr,Fnatic,55,17
12809,szq,Gen.G,78,24
3442,eys,Fnatic,47,44
20754,gxeuurkh,Cloud9,54,14
6399,idzojejl,T1,15,30
27166,xab,Immortals,68,5
23313,jqugkiv,100 Thieves,27,44
45311,iuylbrg,MAD Lions,78,27
26126,eezv,Fnatic,54,5
20372,lervbb,Cloud9,8,41
42344,xjf,Rogue,28,25
14994,lmeziq,G2 Esports,32,3
27787,ilckkxdw,Damwon Gaming,28,38
787,ovfnc,Damwon Gaming,55,14
18038,qfnlqq,Immortals,51,3
37586,ggeqnyo,MAD Lions,86,12
12541,nrfvorbj,Sentinels,19,34
21607,hkkmx,100 Thieves,44,19
376,lxmx,Cloud9,96,30
15274,kdfblqk,Immortals,57,34
49701,mavt,Immortals,85,23
1318,rqn,Fnatic,30,27
3792,zpjcsv,MAD Lions,62,25
38099,okbai,Rogue,46,23
12794,ikrnylej,G2 Esports,83,15
11898,tlqfmek,T1,3,21
36481,pxnwpqwk,Fnatic,20,35
35376,nbn,Cloud9,3,30
42043,jblp,Hanwha Life Esports,21,4
49842,mfwqa,100 Thieves,97,37
49952,jtftzlxo,T1,35,4
11944,phq,Fnatic,33,19
21429,oiqlvekc,MAD Lions,68,32
37810,zwu,Cloud9,95,14
19280,ski,MAD Lions,19,15
41869,eih,T1,92,23
46220,teyo,Gen.G,63,20
40542,alhy,Hanwha Life Esports,51,10
18622,qrni,FlyQuest,53,1
37405,ehrosqb,Sentinels,90,13
1741,dzdx,Hanwha Life Esports,55,24
21397,ivycgjj,Hanwha Life Esports,39,30
42218,xlkpp,100 Thieves,95,17
47094,hwubhd,T1,23,5
26160,pbvgq,T1,75,29
41767,eqzlihhg,Cloud9,30,28
14162,gysf,Fnatic,93,45
47020,gskhskda,Cloud9,7,39
10253,rtlwi,G2 Esports,78,13
41151,korwlb,Rogue,82,44
31564,qlb,MAD Lions,38,7
30887,hymtndy,100 Thieves,35,32
33030,sgcao,Sentinels,89,11
15834,boy,G2 Esports,43,17
41504,ympd,100 Thieves,64,41
29196,fbh,Fnatic,54,33
15140,oaekq,Immortals,54,38
15704,jqf,Rogue,20,19
47846,ozk,Hanwha Life Esports,42,24
39775,qnerlpc,Sentinels,20,32
43541,pcfb,Gen.G,34,42
45686,opwohqyn,T1,16,18
18612,ochx,Fnatic,39,26
3118,kpgi,Rogue,42,19
10301,jtzujsao,FlyQuest,91,17
47368,padlmqq,Immortals,94,15
2566,wlgqu,Cloud9,64,9
44804,bhjot,Gen.G,81,37
48864,emfyah,T1,53,14
35795,gbrfl,Sentinels,51,23
6331,ymzlea,Sentinels,73,32
30044,keb,Gen.G,42,21
25475,fhyyw,Rogue,22,24
34721,qadnyeln,100 Thieves,0,2
687,gvs,MAD Lions,34,29
149,eur,Cloud9,32,36
44177,wqlm,MAD Lions,63,28
17077,ioulcurv,Sentinels,95,22
33020,aaib,G2 Esports,33,12
18695,nmlhkmt,Gen.G,63,12
12098,hvvwxlo,Damwon Gaming,71,15
12474,uggupmk,MAD Lions,93,11
24301,zvpta,100 Thieves,95,44
25915,edzlf,100 Thieves,61,6
37626,rhyi,Immortals,74,39
40451,ojig,Immortals,15,33
17497,choswqis,Fnatic,26,14
49962,ssyeiugb,Damwon Gaming,94,45
582,wlmck,MAD Lions,86,42
20489,ejo,Cloud9,34,37
17324,edqywoa,100 Thieves,52,23
10412,lsht,Damwon Gaming,68,40
9812,lropmgi,MAD Lions,12,36
5227,wjgzcpqz,T1,67,25
14161,xefmxvel,G2 Esports,94,35
45616,iuvfrra,Fnatic,36,18
15510,zrv,G2 Esports,89,41
45026,sqmblng,Rogue,34,39
40916,evm,Sentinels,71,9
45418,fitclm,FlyQuest,50,28
34622,dmdrj,Cloud9,63,4
14138,vnqrnjh,Cloud9,1,4
14042,iqgietpb,Cloud9,44,3
26359,erpua,FlyQuest,13,7
25860,pyfemrkp,Sentinels,42,25
46133,nayeb,G2 Esports,13,45
8224,lzdhm,Damwon Gaming,52,16
39639,sio,MAD Lions,77,12
45083,ocuzls,Rogue,37,17
23612,mcwoodgf,G2 Esports,32,6
24749,osvq,Gen.G,95,39
23597,oyldpo,Rogue,88,10
44998,okv,MAD Lions,24,25
26008,hrjguj,FlyQuest,53,44
12238,objobzt,T1,94,29
33901,ucochva,Cloud9,39,39
8309,edtnsbs,100 Thieves,40,9
30105,vlvsk,G2 Esports,6,8
14810,yxd,FlyQuest,96,21
17591,trtrp,Sentinels,15,24
22082,hxay,100 Thieves,94,28
14167,cbtvg,FlyQuest,35,26
47954,mded,Immortals,67,3
30298,ovq,G2 Esports,95,19
16793,muko,T1,70,31
15822,kagop,T1,45,40
41940,suv,Sentinels,43,4
3257,yuxd,Sentinels,54,17
38112,ynleqgsm,Rogue,38,8
46570,fke,Damwon Gaming,84,18
28777,fwd,Immortals,58,42
17949,nltxpr,Immortals,87,45
1058,jqrg,Sentinels,0,23
28222,aadelqi,T1,92,45
37483,giowo,T1,36,19
47843,ehxfgi,T1,61,26
2923,ldvvb,Hanwha Life Esports,26,5
10714,efzqhfd,Hanwha Life Esports,11,23
23930,qqsyt,T1,77,30
40984,dgf,FlyQuest,0,36
11361,lwiyxiqj,100 Thieves,6,18
8686,txkxvt,Immortals,95,44
42107,yzew,100 Thieves,28,7
30331,pgbblc,Fnatic,83,7
37149,mtsft,G2 Esports,17,29
21237,ywkut,100 Thieves,82,22
16933,uedtmsyn,100 Thieves,14,1
14292,vve,Fnatic,38,22
25759,atctf,Sentinels,12,19
44765,xox,MAD Lions,50,5
37107,gho,Immortals,87,1
13130,eaopse,T1,49,21
26576,trqb,Damwon Gaming,9,39
7014,shtv,T1,82,4
21701,xxwd,Immortals,67,14
28814,vmahkg,100 Thieves,60,33
15306,yaqda,FlyQuest,57,17
36710,edcgwv,Rogue,92,17
16966,hoium,Hanwha Life Esports,43,21
38024,iesowvjh,Damwon Gaming,32,13
4693,trzn,Immortals,78,34
10955,djrc,Cloud9,94,1
44023,ijnf,G2 Esports,75,20
35006,evgz,FlyQuest,72,40
6764,ghhu,100 Thieves,76,39
9856,jpbndml,Rogue,34,13
17545,gpanjwv,Fnatic,7,13
32559,wrqczwka,100 Thieves,74,5
